,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,PorchSF
559,120.0,RL,70.0,3196.0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2003.0,2004.0,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,1374.0,GasA,Ex,Y,SBrkr,0.0,1557.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2003.0,Fin,2.0,420.0,TA,Y,143.0,NA,NA,0.0,10.0,2006.0,WD,Normal,2931.0,20.0
1032,60.0,RL,70.0,14541.0,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,7.0,1993.0,1993.0,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,326.0,GasA,Ex,Y,SBrkr,0.0,2520.0,1.0,0.0,2.0,1.0,5.0,1.0,Gd,10.0,Typ,1.0,TA,Attchd,1993.0,RFn,3.0,796.0,TA,Y,209.0,NA,NA,0.0,11.0,2006.0,WD,Abnorml,3858.0,55.0
979,20.0,RL,80.0,8816.0,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,6.0,1963.0,1963.0,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,470.0,GasA,TA,Y,SBrkr,0.0,1121.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1963.0,Unf,2.0,480.0,TA,Y,0.0,MnPrv,NA,0.0,6.0,2009.0,WD,Normal,2242.0,80.0
1261,20.0,RL,80.0,9600.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1956.0,1956.0,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,GasA,Gd,Y,SBrkr,0.0,1050.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1956.0,Unf,1.0,338.0,TA,Y,0.0,NA,NA,0.0,6.0,2009.0,WD,Normal,2100.0,0.0
342,90.0,RL,70.0,8544.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3.0,4.0,1949.0,1950.0,Stucco,BrkFace,340.0,TA,TA,Slab,NA,NA,NA,NA,0.0,Wall,Fa,N,FuseA,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,NA,Detchd,1949.0,Unf,2.0,400.0,TA,Y,0.0,NA,NA,0.0,5.0,2006.0,WD,Normal,1040.0,0.0
445,20.0,RL,73.0,9855.0,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,5.0,1956.0,1956.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,1436.0,GasA,Fa,Y,SBrkr,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1956.0,Unf,2.0,480.0,TA,Y,0.0,MnPrv,NA,0.0,11.0,2009.0,COD,Normal,3125.0,0.0
702,60.0,RL,82.0,12438.0,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2006.0,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,1234.0,GasA,Ex,Y,SBrkr,0.0,2576.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,10.0,Typ,1.0,Gd,BuiltIn,2006.0,Fin,3.0,666.0,TA,Y,324.0,NA,NA,0.0,7.0,2006.0,New,Partial,3810.0,100.0
1106,20.0,RL,114.0,10357.0,IR1,Lvl,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7.0,5.0,1990.0,1991.0,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,172.0,GasA,Gd,Y,SBrkr,0.0,1442.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1990.0,Fin,2.0,719.0,TA,Y,0.0,NA,NA,0.0,5.0,2007.0,WD,Normal,2352.0,244.0
1289,60.0,RL,86.0,11065.0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2006.0,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,1085.0,GasA,Ex,Y,SBrkr,0.0,1970.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,BuiltIn,2006.0,Fin,3.0,753.0,TA,Y,177.0,NA,NA,0.0,10.0,2006.0,New,Partial,3055.0,74.0
669,30.0,RL,80.0,11600.0,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4.0,5.0,1922.0,1950.0,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,700.0,GasA,Ex,Y,SBrkr,0.0,1180.0,0.0,0.0,1.0,0.0,2.0,1.0,Fa,5.0,Typ,1.0,Gd,Detchd,1922.0,Unf,1.0,252.0,Fa,Y,0.0,NA,NA,0.0,7.0,2006.0,WD,Normal,1880.0,67.0
806,80.0,RL,75.0,9750.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5.0,5.0,1967.0,1967.0,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,100.0,GasA,Gd,Y,SBrkr,0.0,980.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1967.0,Fin,1.0,384.0,TA,Y,68.0,NA,NA,0.0,10.0,2006.0,WD,Normal,1960.0,0.0
1275,90.0,RL,95.0,11345.0,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5.0,5.0,1948.0,1950.0,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,708.0,GasA,Gd,Y,FuseA,0.0,1920.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,10.0,Typ,0.0,NA,Detchd,1948.0,Unf,2.0,400.0,Fa,Y,0.0,NA,NA,0.0,7.0,2007.0,WD,Normal,2848.0,0.0
1064,20.0,RL,70.0,11000.0,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1966.0,1966.0,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,184.0,GasA,Ex,Y,SBrkr,0.0,1154.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Po,Attchd,1966.0,RFn,2.0,480.0,TA,Y,0.0,MnPrv,NA,0.0,11.0,2009.0,WD,Normal,2308.0,58.0
1355,80.0,RL,102.0,10192.0,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7.0,6.0,1968.0,1992.0,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,570.0,GasA,Gd,Y,SBrkr,0.0,1920.0,0.0,0.0,3.0,0.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1968.0,RFn,2.0,487.0,TA,Y,0.0,GdPrv,NA,0.0,9.0,2006.0,WD,Normal,2490.0,98.0
1217,20.0,FV,72.0,8640.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2009.0,2009.0,CemntBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,364.0,GasA,Ex,Y,SBrkr,0.0,1314.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2009.0,RFn,2.0,552.0,TA,Y,135.0,NA,NA,0.0,9.0,2009.0,New,Partial,2614.0,112.0
1230,90.0,RL,70.0,18890.0,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5.0,5.0,1977.0,1977.0,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,652.0,GasA,Ex,Y,SBrkr,0.0,2620.0,0.0,0.0,2.0,2.0,4.0,2.0,TA,12.0,Typ,1.0,TA,BuiltIn,1977.0,RFn,2.0,600.0,TA,N,155.0,NA,Gar2,8300.0,8.0,2007.0,WD,Normal,3981.0,169.0
409,60.0,FV,85.0,10800.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2008.0,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,245.0,GasA,Ex,Y,SBrkr,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,Y,0.0,NA,NA,0.0,4.0,2008.0,New,Partial,3112.0,102.0
472,180.0,RM,35.0,3675.0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6.0,5.0,2005.0,2005.0,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,88.0,GasA,Ex,Y,SBrkr,0.0,1072.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Basment,2005.0,RFn,2.0,525.0,TA,Y,0.0,NA,NA,0.0,6.0,2008.0,WD,Normal,1619.0,28.0
1025,20.0,RL,70.0,7700.0,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1972.0,1972.0,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,276.0,GasA,TA,Y,SBrkr,0.0,882.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1980.0,Unf,2.0,461.0,TA,Y,96.0,MnPrv,NA,0.0,3.0,2007.0,WD,Normal,1764.0,0.0
1187,20.0,RL,89.0,12461.0,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8.0,5.0,1994.0,1995.0,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,168.0,GasA,Ex,Y,SBrkr,0.0,1624.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,1994.0,RFn,3.0,757.0,TA,Y,0.0,GdPrv,NA,0.0,7.0,2006.0,WD,Normal,3248.0,306.0
337,20.0,RL,70.0,9135.0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2002.0,2003.0,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,726.0,GasA,Ex,Y,SBrkr,0.0,1536.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2002.0,RFn,2.0,532.0,TA,Y,192.0,NA,NA,0.0,12.0,2008.0,WD,Normal,3072.0,74.0
101,60.0,RL,77.0,9206.0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1985.0,1985.0,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,741.0,GasA,TA,Y,SBrkr,0.0,1732.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1985.0,Fin,2.0,476.0,TA,Y,192.0,NA,NA,0.0,6.0,2010.0,WD,Normal,2473.0,46.0
326,120.0,RL,32.0,10846.0,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1993.0,1993.0,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,100.0,GasA,Ex,Y,SBrkr,0.0,1719.0,2.0,0.0,1.0,1.0,1.0,1.0,Gd,6.0,Typ,2.0,Gd,Attchd,1993.0,Fin,2.0,473.0,TA,Y,122.0,NA,NA,0.0,5.0,2008.0,Con,Normal,3438.0,30.0
1123,20.0,RL,50.0,9405.0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,9.0,1947.0,2008.0,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,698.0,GasA,Ex,Y,SBrkr,0.0,698.0,0.0,1.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,NA,1979.0,NA,0.0,0.0,NA,Y,0.0,NA,NA,0.0,6.0,2009.0,WD,Normal,1396.0,200.0
84,80.0,RL,70.0,8530.0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,1995.0,1996.0,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,384.0,GasA,Gd,Y,SBrkr,0.0,1474.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,Y,120.0,NA,Shed,700.0,5.0,2009.0,WD,Normal,1858.0,72.0
130,60.0,RL,88.0,14200.0,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7.0,6.0,1966.0,1966.0,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,479.0,GasA,Ex,Y,SBrkr,0.0,2157.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,2.0,Gd,Attchd,1966.0,Fin,2.0,487.0,TA,Y,105.0,GdPrv,NA,0.0,5.0,2006.0,WD,Normal,3081.0,66.0
884,20.0,RL,65.0,7150.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1967.0,1967.0,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,460.0,GasA,TA,Y,SBrkr,0.0,892.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1967.0,RFn,1.0,288.0,TA,Y,0.0,GdWo,NA,0.0,7.0,2009.0,WD,Normal,1784.0,0.0
12,20.0,RL,70.0,12968.0,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1962.0,1962.0,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,175.0,GasA,TA,Y,SBrkr,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1962.0,Unf,1.0,352.0,TA,Y,140.0,NA,NA,0.0,9.0,2008.0,WD,Normal,1824.0,176.0
1279,50.0,C (all),60.0,7500.0,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4.0,4.0,1920.0,1950.0,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,698.0,GasA,TA,Y,FuseA,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1980.0,RFn,2.0,528.0,TA,Y,30.0,NA,NA,0.0,4.0,2010.0,COD,Abnorml,1826.0,164.0
172,160.0,RL,44.0,5306.0,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7.0,7.0,1987.0,1987.0,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,354.0,GasA,Gd,Y,SBrkr,0.0,1767.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1987.0,RFn,2.0,504.0,TA,Y,441.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2831.0,35.0
796,20.0,RL,71.0,8197.0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6.0,5.0,1977.0,1977.0,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,660.0,GasA,Ex,Y,SBrkr,0.0,1285.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1977.0,RFn,2.0,528.0,TA,Y,138.0,MnPrv,NA,0.0,4.0,2007.0,WD,Normal,1945.0,0.0
1341,20.0,RL,66.0,13695.0,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6.0,5.0,2003.0,2004.0,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,300.0,GasA,Ex,Y,SBrkr,0.0,1114.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Detchd,2004.0,Unf,2.0,576.0,TA,Y,0.0,NA,NA,0.0,7.0,2008.0,WD,Normal,2228.0,78.0
266,60.0,RL,70.0,11207.0,IR1,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,88.0,GasA,Gd,Y,SBrkr,0.0,1511.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,413.0,TA,Y,95.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2313.0,75.0
758,160.0,FV,24.0,2280.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7.0,5.0,1999.0,1999.0,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,195.0,GasA,Gd,Y,SBrkr,0.0,1501.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1999.0,Unf,2.0,440.0,TA,Y,0.0,NA,NA,0.0,8.0,2008.0,WD,Normal,2245.0,0.0
994,20.0,RL,96.0,12456.0,Reg,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2006.0,2007.0,CemntBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,528.0,GasA,Ex,Y,SBrkr,0.0,1718.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,Y,216.0,NA,NA,0.0,7.0,2009.0,WD,Normal,3418.0,48.0
739,60.0,RL,65.0,9313.0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,864.0,GasA,Ex,Y,SBrkr,0.0,1728.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2004.0,RFn,2.0,572.0,TA,Y,187.0,NA,NA,0.0,4.0,2009.0,WD,Normal,2592.0,56.0
139,60.0,RL,65.0,15426.0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,1997.0,1997.0,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,107.0,GasA,Ex,Y,SBrkr,0.0,1764.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,1997.0,RFn,2.0,470.0,TA,Y,276.0,MnPrv,NA,0.0,8.0,2009.0,WD,Normal,2692.0,99.0
1198,20.0,RL,70.0,9100.0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2001.0,2001.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1212.0,GasA,Ex,Y,SBrkr,0.0,1212.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2001.0,RFn,2.0,573.0,TA,Y,356.0,NA,NA,0.0,6.0,2009.0,WD,Normal,2424.0,0.0
1318,20.0,RL,70.0,14781.0,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2001.0,2002.0,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,1753.0,GasA,Ex,Y,SBrkr,0.0,1787.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2001.0,RFn,3.0,748.0,TA,Y,198.0,NA,NA,0.0,8.0,2006.0,WD,Normal,3540.0,150.0
722,20.0,RL,70.0,8120.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,7.0,1970.0,1970.0,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,673.0,GasA,Ex,Y,SBrkr,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1994.0,Unf,2.0,463.0,TA,Y,0.0,NA,NA,0.0,7.0,2009.0,WD,Normal,1728.0,0.0
140,20.0,RL,70.0,10500.0,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,5.0,1971.0,1971.0,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432.0,GasA,TA,Y,SBrkr,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Po,NA,1979.0,NA,0.0,0.0,NA,Y,0.0,NA,NA,0.0,4.0,2010.0,ConLI,Normal,1728.0,0.0
1277,80.0,RL,70.0,17871.0,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6.0,5.0,1967.0,1976.0,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1152.0,GasA,Fa,Y,SBrkr,0.0,1724.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1967.0,RFn,2.0,480.0,TA,Y,0.0,NA,NA,0.0,6.0,2009.0,WD,Normal,3404.0,0.0
229,120.0,RL,43.0,3182.0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1357.0,GasA,Ex,Y,SBrkr,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2005.0,Fin,2.0,430.0,TA,Y,143.0,NA,NA,0.0,5.0,2009.0,WD,Normal,2928.0,20.0
1212,30.0,RL,50.0,9340.0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,6.0,1941.0,1950.0,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,328.0,GasA,TA,Y,SBrkr,0.0,672.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Attchd,1941.0,Unf,1.0,234.0,TA,N,0.0,NA,NA,0.0,8.0,2009.0,WD,Normal,1344.0,113.0
420,90.0,RM,78.0,7060.0,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7.0,5.0,1997.0,1998.0,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,35.0,GasA,Ex,Y,SBrkr,0.0,1344.0,2.0,0.0,2.0,0.0,2.0,2.0,TA,8.0,Typ,0.0,NA,Attchd,1997.0,Fin,4.0,784.0,TA,Y,0.0,NA,NA,0.0,11.0,2008.0,WD,Alloca,2688.0,0.0
333,120.0,RM,59.0,8198.0,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2004.0,2004.0,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,638.0,GasA,Ex,Y,SBrkr,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2004.0,RFn,2.0,484.0,TA,Y,192.0,NA,NA,0.0,7.0,2008.0,WD,Normal,2716.0,30.0
306,60.0,RL,116.0,13474.0,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7.0,5.0,1990.0,1991.0,HdBoard,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,0.0,GasA,Gd,Y,SBrkr,0.0,2243.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1990.0,RFn,3.0,746.0,TA,Y,127.0,NA,NA,0.0,6.0,2007.0,WD,Normal,2943.0,268.0
950,20.0,RL,60.0,7200.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,8.0,1950.0,2002.0,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,317.0,GasA,Gd,Y,SBrkr,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,NA,Detchd,1980.0,RFn,2.0,720.0,TA,Y,194.0,NA,NA,0.0,7.0,2007.0,WD,Normal,1728.0,0.0
789,60.0,RL,70.0,12205.0,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6.0,8.0,1966.0,2007.0,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,264.0,GasA,Gd,Y,SBrkr,0.0,2087.0,0.0,0.0,2.0,1.0,5.0,1.0,Gd,9.0,Typ,0.0,NA,Attchd,1966.0,Fin,2.0,444.0,TA,Y,133.0,NA,NA,0.0,7.0,2007.0,WD,Normal,2919.0,168.0
1004,120.0,RL,43.0,3182.0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,1330.0,GasA,Ex,Y,SBrkr,0.0,1504.0,0.0,0.0,2.0,0.0,1.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,457.0,TA,Y,156.0,NA,NA,0.0,5.0,2009.0,WD,Normal,2850.0,0.0
1356,20.0,RL,70.0,9477.0,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1966.0,1966.0,HdBoard,BrkFace,65.0,TA,TA,CBlock,TA,TA,No,Rec,524.0,GasA,TA,Y,SBrkr,0.0,892.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1966.0,RFn,1.0,264.0,TA,Y,0.0,GdWo,NA,0.0,10.0,2008.0,WD,Normal,1756.0,0.0
1412,90.0,RL,60.0,7200.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4.0,5.0,1949.0,1950.0,BrkFace,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,Wall,Fa,N,FuseF,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,NA,Detchd,1956.0,Unf,2.0,420.0,TA,Y,0.0,NA,NA,0.0,6.0,2009.0,WD,Normal,1040.0,0.0
